,title,directors,scraptwriter,type,country,language,date,flength,rate
1072,奇迹 奇蹟,成龙,成龙 邓景生,剧情喜剧动作犯罪,中国,粤语英语,1989-06-15(中国香港),127分钟(香港),7.9
1073,奇门遁甲,项秋良项河生,杨秉佳,剧情,中国,汉语普通话,2020-03-19(中国大陆),84分钟,5.3
1074,奎迪 Creed,瑞恩·库格勒,瑞恩·库格勒 亚伦·卡温顿 西尔维斯特·史泰龙,剧情运动,美国,英语,2015-11-25(美国),133分钟,7.6
1075,奎迪：英雄再起 Creed II,小斯蒂芬·卡普尔,乔·霍代里·库克 瑞恩·库格勒 萨沙·潘 西尔维斯特·史泰龙 朱埃尔·泰勒,剧情运动,美国,英语,2019-01-04(中国大陆)2018-11-21(美国),130分钟,7.1
1076,契克 Tschick,法提赫·阿金,沃尔夫冈·赫恩多夫 拉斯·胡布里希 法提赫·阿金 哈克·波姆,剧情喜剧,德国,德语,2016-09-15(德国),93分钟,8.4
1077,奔爱,张一白管虎张猛滕华涛高群书,崔斯坦 管虎 刘雅 鲍鲸鲸 顾小白 潘彧 葛瑞 高群书,剧情爱情,中国,汉语普通话英语日语土耳其语,2016-02-14(中国大陆),137分钟,4.0
1078,奔腾年代 Seabiscuit,盖瑞·罗斯,盖瑞·罗斯 劳拉·希伦布兰德,剧情历史运动,美国,英语,2003-07-25(美国),140分钟,8.4
1079,奥林匹斯的陷落 Olympus Has Fallen,安东尼·福奎阿,克赖顿·罗森博格 凯特琳·贝内迪克特,动作犯罪,美国,英语韩语,2013-12-29(中国大陆)2013-03-22(美国),114分钟(中国大陆),6.4
1080,女主角失格 ヒロイン失格,英勉,吉田惠里香 幸田百子,喜剧爱情,日本,日语,2015-09-19(日本),112分钟,6.5
1081,女人不坏,徐克,徐克 郭在容,喜剧,中国,汉语普通话韩语乌兹别克语,2008-12-04(中国香港),116分钟,6.0
1082,女人四十玩说唱 The 40-Year-Old Version,拉妲·布兰克,拉妲·布兰克,喜剧,美国,英语,2020-01-25(圣丹斯电影节)2020-10-09(美国),123分钟,7.2
1083,女人就是女人 Une femme est une femme,让-吕克·戈达尔,让-吕克·戈达尔,剧情喜剧爱情歌舞,法国意大利,法语,1961-09-06,85分钟,8.0
1084,女人，四十,许鞍华,陈文强,剧情家庭,中国,汉语普通话粤语,1995-05-04(中国香港)1995-02(柏林电影节),101分钟,8.9
1085,女孩梦三十 13 Going on 30,盖瑞·温尼克,Josh Goldsmith Cathy Yuspa,喜剧爱情奇幻,美国,英语葡萄牙语,2004-04-23(美国),98 分钟,7.0
1086,女尸谜案 El cuerpo,奥里奥尔·保罗,奥里奥尔·保罗 拉拉·森迪姆,惊悚,西班牙,西班牙语,2012-12-21(西班牙),111分钟,7.6
1087,女巫 The VVitch: A New-England Folktale,罗伯特·艾格斯,罗伯特·艾格斯,恐怖,美国英国加拿大巴西,英语,2015-10-12(伦敦电影节)2016-02-19(美国),92分钟,6.9
1088,女巫 The Witches,罗伯特·泽米吉斯,罗伯特·泽米吉斯 肯尼亚·巴里斯 吉尔莫·德尔·托罗 罗尔德·达尔,喜剧奇幻冒险,墨西哥美国,英语,2020-10-22(美国),106分钟,5.8
1089,女巫季节 Season of the Witch,多米尼克·塞纳,Bragi F. Schut,动作奇幻冒险,美国,英语,2011-08-19(中国大陆)2011-01-07(美国),95分钟,5.5
1090,女性瘾者：第一部 Nymphomaniac: Volume I,拉斯·冯·提尔,拉斯·冯·提尔,剧情情色,丹麦德国法国比利时英国,英语拉丁语德语,2013-12-25(丹麦),118分钟,7.8
1091,女性瘾者：第二部 Nymphomaniac: Volume II,拉斯·冯·提尔,拉斯·冯·提尔,剧情情色,丹麦德国比利时英国法国瑞典,英语,2013-12-25(丹麦),123分钟,7.8
1092,女朋友，男朋友 女朋友○男朋友,杨雅喆,杨雅喆,剧情爱情同性,中国,闽南语汉语普通话,2012-08-03(中国台湾),106分钟,7.5
1093,女狙击手 Битва за Севастополь,谢尔盖·马克利斯基,马克西姆·布达拉 Maxim Dankevich Leonid Korin Egor Olesov Sergey Mokritskiy,剧情爱情传记战争,俄罗斯乌克兰,俄语,2015-04-02(乌克兰/俄罗斯),117分钟,7.6
1094,女王 The Queen,斯蒂芬·弗雷斯,皮特·摩根,剧情传记,英国法国意大利,英语法语德语,2006-09-15(英国),103 分钟,7.7
1095,女王的柯基 The Queen's Corgi,文森特·凯斯特鲁特本·斯塔森,罗布·斯普拉克林 约翰·R·史密斯,喜剧动画,比利时,英语,2019-08-30(中国大陆)2019-02-13(荷兰)2019-04-10(法国),85分钟,5.9
1096,女警 걸캅스,郑多元,郑多元,喜剧动作悬疑犯罪,韩国,韩语,2019-05-09(韩国),107分钟,6.8
1097,女间谍 Spy,保罗·费格,保罗·费格,喜剧动作犯罪,美国,英语法语意大利语德语,2015-05-21(澳大利亚)2015-06-05(美国),120分钟,7.5
1098,女鬼桥 女鬼橋,奚岳隆,张耿铭 郝柏翔,恐怖,中国,汉语普通话,2020-02-27(中国台湾),88分钟,6.2
1099,奸臣 간신,闵奎东,闵奎东,剧情情色古装,韩国,韩语,2015-05-21(韩国),133分钟,6.5
1100,她 Elle,保罗·范霍文,菲利普·迪昂 大卫·伯克 哈罗德·曼宁,剧情惊悚,法国德国比利时,法语,2016-05-21(戛纳电影节)2016-05-25(法国),130分钟,7.7
1101,她 Her,斯派克·琼斯,斯派克·琼斯,剧情爱情科幻,美国,英语,2013-10-12(纽约电影节)2014-01-10(美国),126分钟,8.4
1102,她不知道名字的那些鸟儿 彼女がその名を知らない鳥たち,白石和弥,浅野妙子 沼田真帆香留,剧情悬疑,日本,日语,2017-09-07(多伦多电影节)2017-10-28(日本),123分钟,6.9
1103,她唇之下 Below Her Mouth,爱普洛·马伦,斯蒂芬妮·法布里齐,剧情同性,加拿大,英语,2016-09-10(多伦多电影节)2017-02-10(加拿大),94分钟,6.1
1104,她比烟花寂寞 Hilary and Jackie,安南德·图克尔,弗兰克·科特雷尔·博伊斯,剧情音乐传记,英国,英语,1998-12-30,121 分钟,8.3
1105,她爱上了我的谎 カノジョは嘘を愛しすぎてる,小泉德宏,青木琴美,剧情爱情,日本,日语,2013-12-14(日本),117分钟,7.3
1106,她的回忆 彼女の想いで,森本晃司,今敏 大友克洋,科幻动画冒险,日本,日语,1995-12-23(日本),44分钟,8.8
1107,好命先生,韩兆,韩兆,喜剧爱情,中国,汉语普通话,2014-08-15(中国大陆),91分钟,4.0
1108,好奇害死猫,张一白,霍昕 张一白,剧情爱情悬疑惊悚,中国,汉语普通话英语,2006-10-12(中国大陆),93分钟,6.3
1109,好好先生 Yes Man,佩顿·里德,尼古拉斯·斯托勒 贾拉德·保罗 Andrew Mogel 丹尼·华莱士,喜剧爱情,美国英国,英语爱沙尼亚语韩语,2008-12-17(美国),104 分钟,7.7
1110,好家伙 GoodFellas,马丁·斯科塞斯,马丁·斯科塞斯 尼古拉斯·派勒吉,剧情传记犯罪,美国,英语意大利语,1990-09-09(威尼斯电影节)1990-09-21(美国),146分钟,8.4
1111,好想告诉你 君に届け,熊泽尚人,根津理香 熊泽尚人 椎名轻穗,剧情爱情,日本,日语,2010-09-25(日本),128分钟,7.0
1112,好朋友们 좋은 친구들,李道允,李道允,剧情犯罪,韩国,韩语,2014-07-10(韩国),114分钟,7.6
1113,好梦一日游 La belle époque,尼古拉斯·贝多斯,尼古拉斯·贝多斯,剧情喜剧爱情,法国比利时,法语,2019-05-20(戛纳电影节)2019-11-06(法国),115分钟,8.1
1114,好消息 Good Newwz,拉吉·梅塔,乔蒂·卡普尔 里沙卜·沙玛 拉吉·梅塔,剧情喜剧爱情,印度,印地语英语,2019-12-27(印度),131分钟,6.6
1115,"如晴天，似雨天 Like Sunday, Like Rain",弗兰克·威利,弗兰克·威利,剧情音乐,美国,英语,2014-09-27(瑞丹丝电影节)2015-03-13(美国),104分钟,8.3
1116,如月疑云 キサラギ,佐藤祐市,古泽良太,喜剧悬疑,日本,日语,2007-06-16,108分钟(日本),8.1
1117,如果·爱,陈可辛赵良骏,杜国威 林爱华 阮世生 方晴,剧情爱情歌舞,中国大陆中国香港马来西亚,汉语普通话粤语英语,2005-12-01(中国大陆),108分钟,7.7
1118,如父如子 そして父になる,是枝裕和,是枝裕和,剧情家庭,日本,日语,2013-09-28(日本),120分钟,8.7
1119,妇女参政论者 Suffragette,莎拉·加芙隆,艾比·摩根,剧情传记历史,英国,英语,2015-09-04(特柳赖德电影节)2015-10-12(英国),106分钟,8.2
1120,妈妈 Mama,安德斯·穆斯切蒂,尼尔·克洛斯 安德斯·穆斯切蒂 芭芭拉·穆斯什蒂,恐怖,西班牙加拿大,英语,2013-01-18(美国),100分钟,6.8
1121,妈妈再爱我一次 媽媽再愛我一次,陈朱煌,陈朱煌 柳松柏,剧情家庭,中国,汉语普通话,1988(中国台湾)1990-09(中国大陆),87分钟,8.3
1122,妈妈别哭 돈 크라이 마미,金容汉,金容汉 Lee Sang-Hyeon,剧情,韩国,韩语,2012-11-22(韩国),90分钟,6.5
1123,妈妈咪呀2 Mamma Mia! Here We Go Again,欧·帕克,欧·帕克,喜剧爱情歌舞,英国美国,英语法语希腊语,2018-08-03(中国大陆)2018-07-20(美国),114分钟,7.0
1124,妈妈咪鸭,赵锐克里斯托弗·詹金斯,丁丁 包欧 吴亦欢 克里斯托弗·詹金斯 罗布·缪尔,喜剧动画家庭冒险,中国大陆美国,汉语普通话英语,2018-03-09(中国大陆)2018-08-24(美国),90分钟,7.1
1125,妈阁是座城,李少红,芦苇 严歌苓 陈文强,剧情,中国,汉语普通话,2018-12-27(中国香港点映)2019-06-14(中国大陆),127分钟,5.9
1126,妖夜慌踪 Lost Highway,大卫·林奇,巴里·吉福德 大卫·林奇,悬疑惊悚,法国美国,英语,1997-01-15(法国)1997-02-21(美国),134分钟,8.1
1127,妖铃铃,吴君如,周运海 查慕春 王贻兴,喜剧惊悚,中国,汉语普通话,2017-12-29(中国大陆),88分钟,4.2
1128,妙先生,李凌霄,三弦,动画奇幻冒险,中国,汉语普通话,2020-07-31(中国大陆),89分钟,6.3
1129,始动 시동,崔正烈,崔正烈 赵锦山,剧情喜剧,韩国,韩语,2019-12-18(韩国),101分钟,6.6
1130,姐姐 언니,林京泽,金敏,动作犯罪,韩国,韩语,2019-01-01(韩国),92分钟,6.6
1131,委托人 의뢰인,孙英胜,孙英胜 李春邢,剧情惊悚犯罪,韩国,韩语,2011-09-29(韩国),123分钟,7.3
1132,姜子牙,程腾李炜,谢茜颖,剧情动画奇幻,中国,汉语普通话,2020-10-01(中国大陆),110分钟,6.8
1133,威洛比家的孩子们 The Willoughbys,克里斯·皮尔恩Cory EvansRob Lodermeier,克里斯·皮尔恩 洛伊丝·劳里 Mark Stanleigh,喜剧动画,加拿大,英语,2020-04-22(加拿大),92分钟,6.4
1134,娑婆诃 사바하,张宰贤,张宰贤,剧情悬疑惊悚,韩国,韩语,2019-02-20(韩国),122分钟,7.2
1135,娜娜 Nana,大谷健太郎,矢泽爱 浅野妙子 大谷健太郎,剧情音乐,日本,日语英语,2005-09-03(日本),113 分钟,7.8
1136,婚前试爱 婚前試愛,叶念琛,叶念琛,剧情爱情,中国,粤语,2010-12-23(中国香港)2011-12-08(广东地区),85分钟,5.6
1137,婚姻故事 Marriage Story,诺亚·鲍姆巴赫,诺亚·鲍姆巴赫,剧情爱情,英国美国,英语,2020-05-20(中国大陆网络)2019-08-29(威尼斯电影节)2019-12-06(美国),136分钟,8.6
1138,婚姻生活 Scener ur ett äktenskap,英格玛·伯格曼,英格玛·伯格曼,剧情爱情,瑞典,瑞典语,1973-04-11(瑞典)1974-09-21(美国),169分钟(电影版),9.0
1139,嫁个有钱人 嫁個有錢人,谷德昭,谷德昭 陈宝竣 韦志豪 李敏 冯勉恒,剧情喜剧爱情奇幻,中国,粤语,2002-02-07(中国香港),93分钟,5.9
1140,嫌疑人 용의자,元新渊,林相润,动作,韩国,韩语,2013-12-24(韩国),137分钟,7.5
1141,嫌疑人X的献身,苏有朋,李佳颖 黄海 苌江 王潮 迟海 冯元良 东野圭吾,剧情悬疑犯罪,中国,汉语普通话,2017-03-31(中国大陆),112分钟,6.3
1142,嫌疑人X的献身 容疑者Xの献身,西谷弘,福田靖 东野圭吾,剧情悬疑犯罪,日本,日语,2008-10-04(日本),128分钟,8.4
1143,嫌疑人X的献身 용의자X,方银振,金兑玧 东野圭吾,剧情爱情悬疑犯罪,韩国,韩语,2012-10-18(韩国),109分钟,7.5
1144,孔子,胡玫,陈汗 何燕江 江奇涛 胡玫,剧情传记历史古装,中国,汉语普通话,2010-01-22(中国大陆)2010-01-28(中国香港),125 分钟,5.5
1145,孔雀,顾长卫,李樯,剧情家庭,中国,汉语普通话晋语,2005-02-18(中国大陆),136分钟,8.1
1146,孙子从美国来,曲江涛,曲江涛,剧情家庭儿童,中国,陕西话汉语普通话英语,2012-02-02(中国大陆),89分钟,8.4
1147,孝子贤孙伺候着,陈佩斯曾剑锋,王培公,喜剧,中国,汉语普通话,1993,90分钟,8.4
1148,孟买酒店 Hotel Mumbai,安东尼·马拉斯,安东尼·马拉斯 约翰·科里,剧情惊悚历史,澳大利亚美国印度,英语印地语旁遮普语希腊语俄语阿拉伯语乌尔都语波斯语,2018-09-07(多伦多电影节)2018-10-10(阿德莱德电影节),123分钟,8.4
1149,季春奶奶 계춘할망,尹鸿承,尹鸿承 杨徐铉,剧情家庭,韩国,韩语,2016-05-19(韩国),116分钟,8.5
1150,孤儿怨 Orphan,佐米·希尔拉,大卫·莱斯利·约翰逊-麦戈德里克 艾利克斯·马斯,悬疑惊悚恐怖,美国加拿大德国,英语美国手语爱沙尼亚语,2009-07-24(美国/加拿大),123 分钟,8.2
1151,孤堡惊情 El orfanato,J·A·巴亚纳,塞尔希奥·G·桑切斯,剧情悬疑恐怖,西班牙墨西哥,西班牙语,2010-04-16(中国大陆)2007-10-11(西班牙),105分钟,7.4
1152,孤岛惊魂,钟继昌,蓝炀,悬疑惊悚恐怖,中国,汉语普通话粤语英语日语,2011-07-08(中国大陆),100分钟,3.4
1153,孤星血泪 Great Expectations,约瑟夫·哈代,查尔斯·狄更斯 舍曼·叶伦,剧情,英国美国,英语,1974-11-22(美国),123分钟,8.2
1154,孤立 Abgeschnitten,克里斯蒂安·阿瓦特,克里斯蒂安·阿瓦特 Sebastian Fitzek Michael Tsokos,悬疑惊悚犯罪,德国,德语,2018-10-11(德国),132分钟,6.8
1155,孤胆特工 아저씨,李桢凡,李桢凡,剧情动作惊悚犯罪,韩国,韩语,2011-09-16(中国大陆)2010-08-04(韩国),119分钟(韩国),8.2
1156,孤身 Alone,约翰·海姆斯,马蒂亚斯·奥尔森,惊悚,美国,英语,2020-09-18(美国),98分钟,5.8
1157,孩子不想理解 子供はわかってあげない,冲田修一,田岛列岛 ふじきみつ彦,家庭,日本,日语,2020-06-26(日本),139分钟,7.9
1158,孩子王,陈凯歌,陈凯歌 陈迈平 阿城,剧情,中国,汉语普通话,1987,106分钟,8.2
1159,宅女侦探桂香,彭顺,伍臻祥,喜剧爱情悬疑,中国大陆中国香港中国台湾,汉语普通话,2015-08-13(中国大陆),98分钟,4.2
1160,宇宙英雄之超银河传说 大怪獣バトル ウルトラ銀河伝説 THE MOVIE,坂本浩一,岡部淳也 樫原辰郎 小林雄次,动作科幻家庭奇幻冒险,日本,日语,2011-05-13(中国大陆)2009-12-12(日本),96分钟,7.5
1161,守护者联盟 Rise of the Guardians,彼得·拉姆齐,大卫·林赛-阿贝尔 威廉·乔西,动画家庭奇幻冒险,美国,英语,2012-11-16(中国大陆)2012-11-21(美国),97分钟,8.1
1162,守护者：世纪战元 Защитники,萨里·奥德赛耶,安德烈·加夫里洛夫,动作科幻,俄罗斯,俄语,2017-05-19(中国大陆)2017-02-23(俄罗斯),89分钟,3.9
1163,守望者 Watchmen,扎克·施奈德,大卫·海特 亚历克斯·谢 戴夫·吉布森 艾伦·摩尔,动作科幻悬疑,美国,英语,2009-03-06(美国),162分钟,8.5
1164,守法公民 Law Abiding Citizen,F·加里·格雷,科特·维莫,剧情动作犯罪,美国,英语,2009-10-16,108 分钟,8.0
1165,安妮·霍尔 Annie Hall,伍迪·艾伦,马歇尔·布瑞克曼 伍迪·艾伦,剧情喜剧爱情,美国,英语德语,1977-04-20,93 分钟,8.6
1166,安娜 Anna,吕克·贝松,吕克·贝松,动作惊悚,法国美国加拿大俄罗斯,英语俄语法语,2019-06-21(美国)2019-07-10(法国),119分钟,7.8
1167,安娜·卡列尼娜 Anna Karenina,乔·赖特,汤姆·斯托帕德 列夫·托尔斯泰,剧情爱情,英国,英语,2012-10-16(中国大陆)2012-09-07(英国),130分钟,7.2
1168,安娜与国王 Anna and the King,安迪·坦纳特,Steve Meerson 彼得·克里克斯,剧情喜剧爱情历史,美国,英语泰语法语,1999-12-17,148 分钟,6.7
1169,安娜与武林,叶伟民,陈庆嘉 刘浩良 何文龙,喜剧动作爱情,中国,粤语,2003-12-24(中国香港),96 分钟,5.1
1170,安娜贝尔 Annabelle,约翰·R·莱昂耐迪,加里·多伯曼,悬疑惊悚恐怖,美国,英语,2014-10-03(美国),99分钟,6.3
1171,安娜贝尔2：诞生 Annabelle: Creation,大卫·F·桑德伯格,加里·多伯曼,悬疑惊悚恐怖,美国,英语,2017-08-11(美国),109分钟,6.7
1172,安德的游戏 Ender's Game,加文·胡德,加文·胡德 奥森·斯科特·卡德,动作科幻冒险,美国,英语,2014-01-07(中国大陆)2013-10-24(德国)2013-11-01(美国),114分钟,7.0
1173,宋家皇朝,张婉婷,罗启锐,剧情爱情历史,中国大陆中国香港日本,汉语普通话,1997-05-01(中国香港),145分钟,7.7
1174,完美的世界 A Perfect World,克林特·伊斯特伍德,约翰·李·汉考克,剧情犯罪,美国,英语,1993-11-24(美国),138分钟,9.1
1175,完美的他人 완벽한타인,李宰圭,保罗·杰诺维塞,剧情喜剧,韩国,韩语,2018-10-31(韩国),115分钟,7.4
1176,完美陌生人 Perfetti sconosciuti,保罗·杰诺维塞,保罗·杰诺维塞 菲利波·博洛尼亚 保罗·克斯泰拉 宝拉·马米妮 罗兰多·拉维洛,剧情喜剧,意大利,意大利语,2018-05-25(中国大陆)2016-02-11(意大利),97分钟,8.5
1177,完美陌生人(西班牙版) Perfectos desconocidos,阿莱克斯·德·拉·伊格莱西亚,阿莱克斯·德·拉·伊格莱西亚 豪尔赫·格力加耶切瓦利亚,喜剧,意大利西班牙,西班牙语,2017-12-01(西班牙),97分钟,8.4
1178,完美音调 Pitch Perfect,杰森·摩尔,凯·加农 米奇·拉普金,喜剧爱情音乐,美国,英语,2012-10-05(美国),112分钟,7.4
1179,完美音调3 Pitch Perfect 3,翠西·西埃,凯·加农 麦克·怀特 米奇·拉普金,喜剧音乐,美国,英语,2017-12-22(美国),93分钟,6.1
1180,完美风暴 The Perfect Storm,沃尔夫冈·彼德森,威廉·D·威特利夫 塞巴斯蒂安·荣格尔,剧情灾难,美国,英语,2000-06-30,130 分钟,7.6
1181,官方机密 Official Secrets,加文·胡德,加文·胡德 格雷戈里·伯恩斯坦 Sara Bernstein Marcia Mitchell Thomas Mitchell,剧情惊悚传记,英国美国,英语,2019-01-28(圣丹斯电影节)2019-08-30(美国),112分钟(圣丹斯电影节),7.7
1182,宙斯之子：赫拉克勒斯 Hercules,布莱特·拉特纳,莱恩·康道尔 埃文·斯彼里奥托普洛斯 史蒂夫·摩尔,动作奇幻冒险,美国匈牙利,英语,2014-10-21(中国大陆)2014-07-25(美国),101分钟,6.0
1183,宝莱坞机器人2.0：重生归来 2.0,S·尚卡尔,杰亚莫汉 拉克希米·萨拉瓦纳库马尔 S·尚卡尔 阿巴斯·特里瓦拉,动作科幻惊悚,印度,泰米尔语泰卢固语印地语,2019-09-06(中国大陆)2018-11-29(印度),148分钟,5.3
1184,宝莲灯,常光希,王大为,动画,中国,汉语普通话,1999-07-30(中国大陆),85分钟,8.2
1185,宝葫芦的秘密,朱家欣钟智行,朱家欣 林纪陶,剧情家庭,中国大陆中国香港美国,汉语普通话英语,2007-06-29,87分钟,6.5
1186,宝贝和我 아기와 나,金镇英,金镇英,喜剧,韩国,韩语,2008-08-13,99分钟,7.0
1187,实习生 The Intern,南希·迈耶斯,南希·迈耶斯,喜剧,美国,英语,2015-09-25(美国),121分钟,7.9
1188,宠儿 The Favourite,欧格斯·兰斯莫斯,德博拉·戴维斯 托尼·麦克纳马拉,剧情喜剧同性传记,爱尔兰英国美国,英语,2018-08-30(威尼斯电影节)2018-11-23(美国),119分钟,7.5
1189,宠爱,杨子,冉甲男 杨子,剧情喜剧爱情,中国,汉语普通话,2019-12-31(中国大陆),108分钟,6.0
1190,宣告黎明的露之歌 夜明け告げるルーのうた,汤浅政明,吉田玲子 汤浅政明,剧情动画奇幻,日本,日语,2017-05-19(日本),112分钟,8.1
1191,家和万事惊 家和萬事驚,邱礼涛,张达明,喜剧家庭,中国,粤语,2019-01-18(中国大陆),92分钟,5.9
1192,家园防线 Homefront,加里·弗莱德,西尔维斯特·史泰龙 查克·洛根,动作惊悚犯罪,美国,英语,2014-03-14(中国大陆)2013-11-27(美国),92分钟(中国大陆),6.4
1193,家怨 Hogar,大卫·帕斯特尔亚历克斯·帕斯特尔,大卫·帕斯特尔 亚历克斯·帕斯特尔,剧情悬疑惊悚,西班牙,西班牙语,2020-03-25(西班牙),103分钟,6.5
1194,家族之苦 家族はつらいよ,山田洋次,山田洋次 平松惠美子,喜剧家庭,日本,日语,2016-03-12(日本),108分钟,8.1
1195,家族之苦2 家族はつらいよ2,山田洋次,山田洋次 平松惠美子,喜剧家庭,日本,日语,2017-02-10(日本赞岐电影节)2017-05-27(日本),113分钟,8.4
1196,家族之苦3 妻よ薔薇のように 家族はつらいよIII,山田洋次,山田洋次 平松惠美子,喜剧家庭,日本,日语,2018-04-05(中国香港电影节)2018-05-25(日本),123分钟,7.9
1197,家有喜事 家有囍事,高志森,谷德昭 蔡婷婷 张肇麟 杨振耀,剧情喜剧爱情家庭,中国,粤语,1992-01-25(中国香港),100分钟,8.4
1198,家有喜事2009,谷德昭,谷德昭 黄百鸣,喜剧,中国,粤语汉语普通话,2009-01-22(中国大陆),100分钟,5.4
1199,家有喜事2020 家有囍事2020,黄百鸣,黄百鸣 黄子桓,喜剧,中国,粤语,2020-01-25(中国香港),90分钟,5.1
1200,宾虚 Ben-Hur,威廉·惠勒,卡尔·顿伯格 路易斯·华莱士,剧情动作历史战争冒险,美国,英语,1959-11-18(美国),212 分钟,8.7
1201,宿醉 The Hangover,托德·菲利普斯,乔恩·卢卡斯 斯科特·摩尔,喜剧,美国,英语,2009-06-05,108分钟,7.7
1202,宿醉2 The Hangover Part II,托德·菲利普斯,斯科特·阿姆斯特朗 克雷格·麦辛 托德·菲利普斯,喜剧,美国,英语泰语,2011-05-26(美国),102分钟,6.8
1203,寂静之地 A Quiet Place,约翰·卡拉辛斯基,布莱恩·伍兹 斯科特·贝克 约翰·卡拉辛斯基,惊悚恐怖,美国,美国手语英语,2018-05-18(中国大陆)2018-03-09(西南偏南电影节)2018-04-06(美国),90分钟,6.3
1204,寂静岭2 Silent Hill: Revelation 3D,迈克尔·巴塞特,迈克尔·巴塞特,悬疑惊悚恐怖,法国美国加拿大,英语,2012-10-26(美国),94分钟,5.7
1205,寄宿学校 Boarding School,鲍兹·亚金,鲍兹·亚金,悬疑恐怖,美国,英语,2018-08-31(美国),111分钟,7.3
1206,寄生兽 寄生獣,山崎贵,岩明均 古泽良太,剧情动作科幻恐怖,日本,日语,2016-09-02(中国大陆)2014-11-29(日本),109分钟,7.4
1207,寄生兽：完结篇 寄生獣 完結編,山崎贵,山崎贵 古泽良太 岩明均,剧情动作科幻恐怖,日本,日语,2015-04-25(日本),117分钟,7.0
1208,寄生异形 Спутник,艾戈尔·阿布拉门科,奥列格·马洛维奇克 Andrei Zolotarev,科幻恐怖,俄罗斯,俄语,2020-04-15(翠贝卡电影节)2020-04-23(俄罗斯),105分钟,5.9
1209,密室逃生 Escape Room,亚当·罗比特尔,布拉吉·F·舒特 玛丽亚·梅尔尼克,悬疑惊悚,美国南非,英语,2019-01-18(中国大陆)2019-01-04(美国),99分钟,7.2
1210,密战,钟少雄,张炭,剧情动作战争,中国,汉语普通话英语,2017-11-03(中国大陆),100分钟,4.3
1211,密阳 밀양,李沧东,李沧东,剧情,韩国,韩语,2007-05-17(韩国),142 分钟,7.9
1212,富贵兵团 富貴兵團,郑则仕,黄炳耀 王晶,喜剧动作,中国,粤语,1990-01-19(中国香港),89分钟,6.8
1213,富贵再三逼人 富貴再三逼人,冼杞然,陈建忠 彭济材,喜剧家庭,中国,粤语,1989-02-02(中国香港),90分钟,7.0
1214,富贵列车 富貴列車,洪金宝,黄炳耀 张坚庭 黄宏基,喜剧动作西部,中国,粤语,1986-01-30,Argentina: 94 分钟,7.4
1215,富贵开心鬼 富貴開心鬼,黎大炜,黄炳耀,剧情喜剧惊悚,中国,粤语,1989-08-09(中国香港),91分钟,6.8
1216,富贵逼人 富貴逼人,高志森,高志森,喜剧家庭奇幻,中国,粤语,1987-01-28,90分钟,7.6
1217,寒战 寒戰,梁乐民陆剑青,梁乐民 陆剑青,剧情动作犯罪,中国香港中国大陆,粤语汉语普通话,2012-11-08(中国大陆/中国香港),102分钟,7.5
1218,寒枝雀静 En duva satt på en gren och funderade på tillvaron,罗伊·安德森,罗伊·安德森,剧情喜剧,瑞典德国挪威法国,瑞典语英语,2014-09-02(威尼斯电影节)2014-10-24(挪威),101分钟,7.9
1219,对不起，我们错过了你 Sorry We Missed You,肯·洛奇,保罗·拉弗蒂,剧情家庭,英国法国比利时,英语,2019-05-16(戛纳电影节)2019-11-01(英国),100分钟(戛纳电影节),8.4
1220,对她说 Hable con ella,佩德罗·阿莫多瓦,佩德罗·阿莫多瓦,剧情爱情,西班牙,西班牙语,2002-03-15(西班牙),112分钟,8.5
1221,寻子遇仙记 The Kid,查理·卓别林,查理·卓别林,剧情喜剧家庭,美国,英语,1921-02-06,68分钟,9.2
1222,寻找成龙,方刚亮江平,华萱 吴加敏,喜剧动作家庭儿童,中国,汉语普通话,2009-07-03(中国大陆),90分钟,3.9
1223,寻枪,陆川,陆川,剧情悬疑犯罪,中国,贵州话,2002-05-09(中国大陆),90分钟,7.7
1224,导火线 導火綫,叶伟信,司徒锦源 邓力奇,动作,中国香港中国大陆,粤语汉语普通话英语越南语,2007-08-03(中国大陆)2007-08-09(中国香港),88分钟,7.2
1225,导盲犬小Q クイール,崔洋一,丸山升一 中村义洋,剧情,日本,日语,2004-03-13(日本),100分钟,8.4
1226,封神传奇,许安,张炭 张志光 孙子荣,剧情动作奇幻,中国香港中国大陆,汉语普通话,2016-07-29(中国大陆),109分钟,2.9
1227,将军号 The General,巴斯特·基顿克莱德·布鲁克曼,巴斯特·基顿 克莱德·布鲁克曼,剧情喜剧动作战争冒险,美国,无对白,1926-12-25(美国首映)1927-01-02(美国),67分钟,9.1
1228,将来的事 L'avenir,米娅·汉森-洛夫,米娅·汉森-洛夫,剧情,法国德国,法语德语英语,2016-02-13(柏林电影节)2016-04-06(法国),102分钟,8.2
1229,将爱情进行到底,张一白,沈巍 邢爱娜 某小丫 黄子珈,剧情爱情,中国,汉语普通话,2011-02-12(中国大陆),103分钟,6.5
1230,小Q,罗永昌,陈淑贤,剧情,中国,汉语普通话粤语,2019-08-15(中国香港)2019-09-20(中国大陆),107分钟,6.7
1231,小丑回魂 It,安德斯·穆斯切蒂,蔡斯·帕默 凯瑞·福永 加里·多伯曼 斯蒂芬·金,剧情恐怖儿童,美国加拿大,英语,2017-08-29(伦敦恐怖电影节)2017-09-08(美国),135分钟,7.4
