,title,directors,scraptwriter,type,country,language,date,flength,rate
3019,表情奇幻冒险 The Emoji Movie,安东尼·莱昂迪斯,安东尼·莱昂迪斯 艾瑞克·希格尔 麦克·怀特,喜剧动画冒险,美国,英语,2017-07-28(美国),86分钟,5.3
3020,被光抓走的人,董润年,董润年,剧情爱情科幻,中国,汉语普通话,2019-12-13(中国大陆),131分钟,6.9
3021,被操纵的城市 조작된 도시,朴光铉,朴光铉,动作犯罪,韩国,韩语,2017-02-09(韩国),126分钟,7.5
3022,被涂污的鸟 Nabarvené ptáče,瓦茨拉夫·马尔豪尔,耶日·科辛斯基 瓦茨拉夫·马尔豪尔,剧情战争,捷克斯洛伐克乌克兰,捷克语德语俄语拉丁语,2019-09-03(威尼斯电影节)2019-09-12(捷克),169分钟,8.1
3023,被解救的姜戈 Django Unchained,昆汀·塔伦蒂诺,昆汀·塔伦蒂诺,剧情动作西部冒险,美国,英语法语德语,2013-05-12(中国大陆)2012-12-25(美国),163分钟(中国大陆),8.7
3024,裁缝 The Dressmaker,乔瑟琳·穆尔豪斯,乔瑟琳·穆尔豪斯 P·J·霍根 罗莎莉·汉姆,剧情,澳大利亚,英语,2015-10-29(澳大利亚),118分钟,7.9
3025,裂流,杨平道,杨平道,剧情喜剧,中国,汉语普通话,2020-10-15(平遥国际电影展),,6.4
3026,裂缝 Cracks,乔丹·斯科特,乔丹·斯科特 Ben Court Caroline Ip,剧情惊悚,英国爱尔兰西班牙法国瑞士,英语,2009-09-11(多伦多电影节)2009-12-04(英国/爱尔兰),104 分钟,8.0
3027,西伯利亚的理发师 Сибирский цирюльник,尼基塔·米哈尔科夫,尼基塔·米哈尔科夫 罗斯伯·帕伦伯格 鲁斯塔姆·伊布拉吉姆别科夫,剧情喜剧爱情,俄罗斯法国意大利捷克,俄语英语法语德语,1998-10-30(首映)1999-02-20(俄罗斯),180分钟,8.7
3028,西力传 Zelig,伍迪·艾伦,伍迪·艾伦,喜剧奇幻,美国,英语德语,1983-07-15,79分钟,9.0
3029,西北偏北 North by Northwest,阿尔弗雷德·希区柯克,恩斯特·莱赫曼,悬疑惊悚冒险,美国,英语法语,1959-07-17(美国),136分钟,8.2
3030,西小河的夏天,周全,黄怡玫,剧情家庭,中国,汉语普通话,2018-05-25(中国大陆)2017-10-14(釜山电影节),102分钟,6.7
3031,西楚霸王,冼杞然,冼杞然 施扬平 吕晓禾,动作历史战争古装,中国香港中国大陆,汉语普通话,1994-06-09,123 分钟,7.1
3032,西游伏妖篇,徐克,周星驰 李思臻 徐克,喜剧动作奇幻古装,中国,汉语普通话,2017-01-28(中国大陆),108分钟,5.5
3033,西游记之大圣归来,田晓鹏,田晓鹏 刘虎 米粒 金冉 金成,剧情动画奇幻,中国,汉语普通话粤语,2015-07-10(中国大陆),89分钟,8.3
3034,西游记之孙悟空三打白骨精,郑保瑞,冉平 冉甲男 文宁,喜剧动作奇幻,中国,汉语普通话,2016-02-08(中国大陆),120分钟,5.6
3035,西游记女儿国,郑保瑞,文宁,喜剧爱情奇幻,中国,汉语普通话,2018-02-16(中国大陆),116分钟,4.4
3036,西葫芦的生活 Ma vie de courgette,克洛德·巴拉斯,吉勒斯·帕瑞斯 瑟琳·席安玛 杰马诺·祖罗 克洛德·巴拉斯 莫根·纳瓦罗,剧情动画儿童,瑞士法国,法语,2016-05-15(戛纳电影节)2016-09-22(瑞士)2016-10-19(法国),66分钟,8.4
3037,西行纪之再见悟空,钟沐龙,樊俊航 KIYO 刘北辰 夏磊 张杰 吴磊 孟祥龙 孙晔,动作动画奇幻,中国,汉语普通话,2020-05-04(中国大陆),65分钟,6.4
3038,西雅图未眠夜 Sleepless in Seattle,诺拉·艾芙隆,诺拉·艾芙隆 杰夫·阿奇 大卫·S·瓦德,剧情喜剧爱情,美国,英语,1993-06-25(美国),105分钟,7.9
3039,西风烈,高群书,高群书,剧情动作犯罪西部,中国,汉语普通话,2010-10-28,118分钟,6.0
3040,要听神明的话 神さまの言うとおり,三池崇史,八津弘幸,惊悚恐怖,日本,日语,2014-10-18(罗马电影节)2014-11-15(日本),117分钟,6.6
3041,见鬼,彭发彭顺,许月珍 彭发 彭顺,剧情惊悚恐怖,中国香港新加坡,粤语泰语普通话英语客家语,2002-05-09(中国香港),99分钟,7.2
3042,观相 관상,韩在林,金东赫 韩在林,剧情历史,韩国,韩语,2013-09-11(韩国),139分钟,7.3
3043,观音山,李玉,李玉 方励,剧情爱情,中国,汉语普通话,2011-03-03(中国大陆)2010-10-24(东京电影节),102分钟,7.1
3044,角斗士 Gladiator,雷德利·斯科特,大卫·弗兰佐尼 约翰·洛根 威廉姆·尼克尔森,剧情动作冒险,美国英国,英语,2000-05-05(美国),155分钟,8.5
3045,解放·终局营救,李少红常晓阳,史建全 李萌,剧情历史战争,中国,汉语普通话,2019-12-27(中国大陆),103分钟,4.7
3046,解除好友 Unfriended,列万·加布里阿泽,纳尔逊·格里弗斯,惊悚恐怖,美国,英语,2014-07-20(加拿大奇幻电影节)2015-04-17(美国),83分钟,6.6
3047,解除好友2：暗网 Unfriended: Dark Web,斯蒂芬·思科,斯蒂芬·思科,恐怖犯罪,美国,英语,2018-03-09(西南偏南电影节)2018-07-20(美国),92分钟,7.9
3048,触不到的恋人 The Lake House,亚历杭德罗·阿格雷斯蒂,大卫·奥伯恩,剧情爱情奇幻,美国澳大利亚,英语,2006-06-16(美国),99 分钟,7.7
3049,触不可及,赵宝刚,高璇 任宝茹,爱情战争,中国,汉语普通话,2014-09-19(中国大陆),100分钟,5.5
3050,触不可及(美版) The Upside,尼尔·博格,乔恩·哈特米尔 埃里克·托莱达诺 奥利维埃·纳卡什,剧情喜剧,美国,英语,2019-11-22(中国大陆)2017-09-08(多伦多电影节)2019-01-11(美国),126分钟,7.7
3051,触礁 On the Rocks,索菲亚·科波拉,索菲亚·科波拉,剧情喜剧冒险,美国,英语,2020-09-22(纽约电影节)2020-10-23(美国),97分钟,6.5
3052,誓血五人组 Da 5 Bloods,斯派克·李,丹尼·比尔森 保罗·德米奥 凯文·威尔默特 斯派克·李,剧情战争,美国,英语芬兰语,2020-06-12(美国),155分钟,6.1
3053,警察故事,成龙,邓景生 成龙,喜剧动作惊悚犯罪,中国,粤语,1985-12-14(中国香港),101 分钟,8.0
3054,警察故事2013,丁晟,丁晟,剧情动作犯罪,中国,汉语普通话,2013-12-24(中国大陆),108分钟,5.8
3055,警察故事3：超级警察 警察故事III超級警察,唐季礼,马美萍 邓景生,喜剧动作犯罪,中国,粤语英语汉语普通话马来语泰语,1992-07-04,95分钟,7.7
3056,警察故事4：简单任务 警察故事4之簡單任務,唐季礼,唐铭基 Greg Mellor Nick Tramontane 唐季礼,喜剧动作犯罪,中国,英语粤语汉语普通话俄语乌克兰语,1996-02-10(中国香港),107分钟(香港),7.5
3057,警察故事续集 警察故事續集,成龙,成龙 邓景生,喜剧动作犯罪,中国,粤语,1988-08-20(中国香港),101分钟,7.6
3058,训练日 Training Day,安东尼·福奎阿,大卫·阿耶,剧情惊悚犯罪,美国澳大利亚,英语俄语西班牙语汉语普通话,2001-10-05(美国),122分钟,8.0
3059,记忆中的玛妮 思い出のマーニー,米林宏昌,丹羽圭子 安藤雅司 米林宏昌 琼·G·罗宾逊,剧情动画奇幻,日本,日语,2014-07-19(日本),103分钟,7.8
3060,记忆之夜 기억의 밤,张恒准,张恒准,悬疑惊悚,韩国,韩语,2017-11-29(韩国),109分钟,7.5
3061,记忆大师,陈正道,任鹏 陈正道,剧情悬疑惊悚犯罪,中国,汉语普通话,2017-04-28(中国大陆)2017-04-23(北京电影节),119分钟,7.1
3062,记忆碎片 Memento,克里斯托弗·诺兰,克里斯托弗·诺兰 乔纳森·诺兰,剧情悬疑惊悚犯罪,美国,英语,2000-09-05(威尼斯电影节)2000-10-20(英国)2001-05-25(美国),113分钟,8.6
3063,记忆裂痕 Paycheck,吴宇森,菲利普·K·迪克 迪恩·乔格瑞斯,动作科幻悬疑惊悚,美国,英语,2004-04-09(中国大陆)2003-12-25(美国),119 分钟,7.2
3064,许三观 허삼관,河正宇,金周镐 河正宇 余华,剧情家庭,韩国,韩语,2015-01-14(韩国),124分钟,7.3
3065,访谈录 Intervista,费德里科·费里尼,费德里科·费里尼 Gianfranco Angelucci,剧情喜剧奇幻,意大利,意大利语日语英语,1987-10-01(意大利),105分钟,8.1
3066,证人 증인,李翰,文智媛,剧情犯罪,韩国,韩语,2019-02-13(韩国),129分钟,7.8
3067,词典 말모이,严宥娜,严宥娜,剧情历史,韩国,韩语,2019-01-09(韩国),135分钟,7.7
3068,试着死了一次 一度死んでみた,浜崎慎治,泽本嘉光,喜剧,日本,日语,2020-03-20(日本),93分钟,6.3
3069,诗 시,李沧东,李沧东,剧情,韩国,韩语,2010-05-13(韩国),139分钟,8.5
3070,诛仙1 诛仙 Ⅰ,程小东,申捷 宋朝云,爱情奇幻古装,中国,汉语普通话,2019-09-13(中国大陆),101分钟,4.4
3071,误杀,柯汶利,杨薇薇 翟培 李鹏 范凯华 秦语谦 雷声,剧情悬疑犯罪,中国,汉语普通话泰语,2019-12-13(中国大陆)2020-07-20(中国大陆重映)2019-12-07(大规模点映,112分钟,7.7
3072,误杀瞒天记 Drishyam,尼西卡特·卡马特,乌皮德拉·塞德海耶,剧情悬疑犯罪,印度,印地语,2015-07-31(印度),163分钟,8.5
3073,请叫我英雄 アイアムアヒーロー,佐藤信介,野木亚纪子 花泽健吾,动作恐怖,日本,日语,2015-10-13(锡切斯电影节)2016-04-23(日本),126分钟,7.2
3074,诸神之怒 Wrath of the Titans,乔纳森·里贝斯曼,Dan Mazeau David Leslie Johnson Greg Berlanti 斯蒂文·奈特,动作奇幻冒险,美国,英语,2012-03-30(美国/中国大陆),99 分钟,6.0
3075,诸神之战 Clash of the Titans,路易斯·莱特里尔,费尔·海伊 马特·曼弗莱迪  特拉维斯·比彻姆 贝弗利·克罗斯,动作奇幻冒险,美国,英语,2010-04-16(中国大陆)2010-04-02(美国),106分钟,6.1
3076,诺亚方舟：创世之旅 Noah,达伦·阿伦诺夫斯基,达伦·阿伦诺夫斯基 阿里·韩德尔,动作冒险灾难,美国,英语,2014-03-10(墨西哥首映)2014-03-28(美国),138分钟,5.8
3077,谁先爱上他的 誰先愛上他的,徐誉庭许智彦,徐誉庭 吕蒔媛,剧情喜剧同性,中国,汉语普通话,2018-11-02(中国台湾)2018-04-22(乌迪内远东电影节),100分钟,8.6
3078,谁的青春不迷茫,姚婷婷,田博 仲宁 刘同 姚婷婷,爱情,中国,汉语普通话,2016-04-22(中国大陆),108分钟,6.6
3079,谁陷害了兔子罗杰 Who Framed Roger Rabbit,罗伯特·泽米吉斯,杰弗里·普赖斯 彼得·S·西曼 Gary K. Wolf,喜剧动画冒险,美国,英语,1988-06-22(美国),104分钟,7.7
3080,调包富少的逆袭 Ala Vaikunthapurramuloo,Trivikram Srinivas,Trivikram Srinivas,动作,印度,泰卢固语,2020-01-12(印度),145分钟,6.3
3081,谋杀似水年华,陈果,陈果 李仟浔 蔡骏,爱情悬疑,中国,汉语普通话云南方言,2016-02-14(中国大陆)2016-03-10(中国香港),128分钟,3.9
3082,谍影重重 The Bourne Identity,道格·里曼,托尼·吉尔罗伊 罗伯特·鲁德鲁姆 W·布莱克·赫伦,动作悬疑惊悚,美国德国捷克,英语法语德语荷兰语意大利语,2002-11-21(中国大陆)2002-06-14(美国),119分钟,8.6
3083,谍影重重2 The Bourne Supremacy,保罗·格林格拉斯,罗伯特·鲁德鲁姆 托尼·吉尔罗伊,动作悬疑惊悚,美国德国,英语俄语德语意大利语,2004-11-14(中国大陆)2004-07-15(洛杉矶首映)2004-07-23(美国),108分钟,8.7
3084,谍影重重3 The Bourne Ultimatum,保罗·格林格拉斯,托尼·吉尔罗伊 乔治·诺非 斯科特·Z·本恩斯,动作悬疑惊悚,美国德国,英语法语阿拉伯语俄语西班牙语,2007-11-15(中国大陆)2007-08-03(美国),115分钟,8.8
3085,谍影重重4 The Bourne Legacy,托尼·吉尔罗伊,托尼·吉尔罗伊 丹·吉尔罗伊,动作悬疑惊悚,美国日本,英语俄语菲律宾语乌克兰语,2012-10-25(中国大陆)2012-08-10(美国),135分钟,6.8
3086,谍影重重5 Jason Bourne,保罗·格林格拉斯,保罗·格林格拉斯 罗伯特·鲁德鲁姆 克里斯多福·劳斯,动作悬疑惊悚,美国中国大陆,英语希腊语德语日语,2016-08-23(中国大陆)2016-07-29(美国),123分钟,7.5
3087,谎言之躯 Body of Lies,雷德利·斯科特,威廉·莫纳汉 David Ignatius,剧情动作惊悚,美国,英语阿拉伯语,2008-10-10(美国),128 分钟,7.1
3088,谎言大师 The Good Liar,比尔·康顿,杰弗里·哈彻 尼古拉斯·希尔勒,剧情,美国,英语,2019-11-15(美国),109分钟,7.0
3089,谎言西西里,林育贤,胡蓉蓉,爱情,中国,汉语普通话韩语英语,2016-08-09(中国大陆),100分钟,5.1
3090,谎话连篇2 嘘八百 京町ロワイヤル,武正晴,今井雅子 足立绅,喜剧,日本,日语,2020-01-31(日本),106分钟,6.4
3091,谜巢,金波·兰道,金波·兰道 保罗·斯特海利,动作冒险,中国大陆澳大利亚,英语,2018-01-19(中国大陆),90分钟,3.5
3092,豆福传,邹燚,司文 郭彥君 王昊然 黄锟,动画,中国,汉语普通话,2017-07-28(中国大陆),85分钟,5.7
3093,豚鼠特攻队 G-Force,霍伊特·耶特曼,科马克·韦伯利 玛丽安·韦伯利 霍伊特·耶特曼,动作动画冒险,美国,英语,2009-07-24(美国),88 分钟,6.9
3094,豪勇七蛟龙 The Magnificent Seven,安东尼·福奎阿,黑泽明 桥本忍 小国英雄 理查德·温克 尼克·皮佐拉托,动作西部冒险,美国,英语,2016-09-08(多伦多电影节)2016-09-23(美国),133分钟,7.6
3095,贝利叶一家 La famille Bélier,艾里克·拉缇戈,艾里克·拉缇戈 托马斯·彼得葛恩 Victoria Bedos 斯坦尼斯拉斯·卡雷·德·马尔博格,剧情喜剧音乐家庭,法国比利时,法语西班牙语手语,2014-12-17(法国),105分钟,8.4
3096,负重前行 Cargo,本·豪林尤兰达·拉姆克,尤兰达·拉姆克,剧情惊悚,澳大利亚,英语土著语,2017-10-06(阿德莱德电影节)2018-05-17(澳大利亚),105分钟,7.0
3097,财迷,董董,六小龄童 马德华 刘大刚 汪粤,剧情喜剧,中国,汉语普通话,2020-07-25(中国大陆网络),100分钟,2.6
3098,质朴却厉害！校阅女孩 河野悦子 地味にスゴイ！DX 校閲ガール・河野悦子,佐藤东弥,中谷真由美,剧情喜剧爱情,日本,日语,2017-10(日本),94分钟,8.0
3099,贫民窟的百万富翁 Slumdog Millionaire,丹尼·博伊尔洛芙琳·坦丹,西蒙·博福伊 维卡斯·史瓦卢普,剧情爱情,英国,英语印地语法语德语,2009-03-26(中国大陆)2008-08-30(特柳赖德电影节)2009-01-09(英国),120 分钟,8.6
3100,贱女孩 Mean Girls,马克·沃特斯,Rosalind Wiseman 蒂娜·菲,喜剧,美国加拿大,英语德语越南语斯瓦希里语,2004-04-30(美国),97 分钟,6.9
3101,贱女孩2 Mean Girls 2,Melanie Mayron,Elana Lesser Cliff Ruby,喜剧,美国,英语,2011,,5.8
3102,贴身情人 Two Weeks Notice,马克·劳伦斯,马克·劳伦斯,喜剧爱情,美国澳大利亚,英语,2002-12-20(美国),101 分钟,6.8
3103,贵妇失踪记 The Lady Vanishes,阿尔弗雷德·希区柯克,西德尼·吉里亚特 弗兰克·劳恩德 Ethel Lina White,喜剧悬疑惊悚,英国,英语德语法语意大利语,1938-11-01(英国),96 分钟,8.0
3104,贵族大盗 Mortdecai,大卫·凯普,艾里克·阿伦森 卡里尔·邦飞利,喜剧动作,美国英国,英语,2015-04-17(中国大陆)2015-01-23(美国),107分钟,5.4
3105,费城故事 Philadelphia,乔纳森·戴米,罗恩·内斯万尼尔,剧情同性,美国,英语,1993-12-22(美国),125分钟,8.7
3106,费雪小姐和泪之穴 Miss Fisher & the Crypt of Tears,托尼·蒂尔斯,黛博拉.考克斯,悬疑,澳大利亚,英语,2020-02-27(澳大利亚),101分钟,6.0
3107,贼巢 Den of Thieves,克里斯蒂安·古德加斯特,克里斯蒂安·古德加斯特 保罗·舒尔灵,动作惊悚犯罪,美国,英语,2018-01-19(美国),140分钟,7.4
3108,赌侠1999,王晶,王晶,喜剧,中国,粤语,1998-12-18,112分钟,6.7
3109,赌侠之人定胜天 賭俠之人定勝天,郑伟文,郑剑锋,喜剧,中国,粤语,2003-06-04,84分钟,5.6
3110,赌侠大战拉斯维加斯 賭俠大戰拉斯維加斯,王晶,王晶,喜剧动作,中国,粤语普通话英语,1999-08-05(新加坡),93 分钟,6.4
3111,赌博默示录3 カイジ ファイナルゲーム,佐藤东弥,福本伸行 德永友一,剧情,日本,日语,2020-01-10(日本),128分钟,5.4
3112,赌圣2：街头赌圣 賭聖2街頭賭聖,王晶,王晶,喜剧,中国,粤语,1995-06-28,98分钟,6.1
3113,赌圣3：无名小子 賭聖3無名小子,张敏,王晶,喜剧,中国,粤语,2000-01-26(中国香港),98分钟,6.1
3114,赌城风云 Casino,马丁·斯科塞斯,尼古拉斯·派勒吉 马丁·斯科塞斯,剧情传记犯罪,美国法国,英语法语,1995-11-22,178 分钟,8.3
3115,赌王之王 Rounders,约翰·达尔,大卫·莱维恩 布赖恩·科佩尔曼,剧情犯罪,美国,英语希伯来语俄语,1998-09-11(美国),121分钟,7.4
3116,赌神 賭神,王晶,王晶,剧情喜剧,中国,粤语日语英语,1989-12-14(中国香港),126 分钟,8.3
3117,赌霸 賭霸,元奎刘镇伟,刘镇伟,喜剧动作爱情,中国,粤语,1991-03-07,91分钟,6.5
3118,赏金猎人,申太罗,黄子桓 金圭烷 申太罗,剧情喜剧动作,中国大陆韩国中国香港,汉语普通话韩语泰语英语,2016-07-01(中国大陆),105分钟,5.1
3119,赛德克·巴莱(上)：太阳旗 賽德克·巴萊(上)太陽旗,魏德圣,魏德圣,剧情历史战争,中国,日语闽南语赛德克语,2011-09-09(中国台湾),144分钟,8.9
3120,赛德克·巴莱(下)：彩虹桥 賽德克·巴萊(下)彩虹橋,魏德圣,魏德圣,剧情历史战争,中国,日语闽南语赛德克语,2011-09-30(中国台湾),132分钟,8.8
3121,赛末点 Match Point,伍迪·艾伦,伍迪·艾伦,剧情爱情悬疑犯罪,英国美国爱尔兰卢森堡,英语,2005-05-12(戛纳电影节)2005-12-18(英国首映),124 分钟,8.1
3122,赛车总动员3：极速挑战 Cars 3,布莱恩·菲,布莱恩·菲 本·奎因 伊尔·波戴尔 乔纳森·E·斯图尔特 基尔·默里 鲍勃·彼德森 迈克·里奇,喜剧动画冒险,美国,英语,2017-08-25(中国大陆)2017-06-16(美国),102分钟,7.1
3123,赤壁(上),吴宇森,吴宇森 陈汗 郭筝 盛和煜 罗贯中,动作历史战争古装,中国大陆中国香港中国台湾日本韩国,汉语普通话,2008-07-10(中国大陆),150 分钟(新加坡),6.4
3124,赤壁(下),吴宇森,吴宇森 盛和煜 陈汗 郭筝 罗贯中,动作历史战争古装,中国大陆中国香港日本中国台湾韩国,汉语普通话,2009-01-08(中国大陆)2009-01-15(中国香港),142 分钟,6.4
3125,赤焰战场 Red,罗伯特·斯文克,乔·霍贝尔 埃里希·霍贝尔,喜剧动作,美国,英语,2011-04-01(中国大陆)2010-10-15(美国),111分钟(美国),7.5
3126,赤焰战场2 Red 2,迪恩·帕里索,乔·霍贝尔 埃里希·霍贝尔 库里·哈米尔 沃伦·埃利斯,喜剧动作犯罪,美国法国加拿大,英语俄语法语,2013-11-15(中国大陆)2013-07-19(美国),116分钟,7.2
3127,赤裸特工,程小东,王晶,剧情动作爱情惊悚,中国,英语粤语,2002-11-15(中国香港),92分钟,6.4
3128,赤道,梁乐民陆剑青,梁乐民 陆剑青,剧情动作悬疑犯罪,中国,汉语普通话粤语韩语英语,2015-04-30(中国大陆/中国香港),119分钟,6.2
3129,走出非洲 Out of Africa,西德尼·波拉克,科特·路德特克,剧情爱情传记冒险,美国,英语斯瓦希里语,1985-12-10,161 分钟,8.6
3130,走到尽头 끝까지 간다,金成勋,金成勋 张恒准 李海准,动作惊悚犯罪,韩国,韩语,2014-05-18(戛纳电影节)2014-05-29(韩国),111分钟,8.0
3131,走路上学,彭家煌彭臣,彭臣,剧情儿童,中国,汉语普通话,2009-10-02(中国大陆),90分钟,8.2
3132,赴汤蹈火 Hell or High Water,大卫·马肯兹,泰勒·谢里丹,剧情犯罪西部,美国,英语,2016-05-16(戛纳电影节)2016-08-12(美国),102分钟,8.0
3133,赵子龙,罗乐,鹿迅,动作历史古装,中国,汉语普通话,2020-11-29(中国大陆),93分钟,
3134,赵氏孤儿,陈凯歌,陈凯歌 高璇 任宝茹 赵宁宇,剧情动作历史武侠古装,中国,汉语普通话,2010-12-04(中国大陆),128分钟,6.0
3135,赶尽杀绝 Shoot 'Em Up,迈克尔·戴维斯,迈克尔·戴维斯,动作惊悚,美国,英语意大利语,2007-09-07(美国),86 分钟,7.4
3136,起跑线 Hindi Medium,萨基特·乔杜里,萨基特·乔杜里 琪娜特·拉克哈尼 阿米托什·纳格庖,剧情喜剧,印度,印地语英语,2018-04-04(中国大陆)2017-05-19(印度),132分钟,7.9
3137,起跑线2 Angrezi Medium,Homi Adajania,Bhavesh Mandalia Gaurav Shukla Vinay Chhawal Sara Bodinar,剧情喜剧,印度,印地语,2020-03-13(印度),145分钟,6.6
